id_ticket,id_unidade,nome_unidade,data_entrada,data_saida,tipo_cliente,forma_pagamento,valor,estado,dia_semana,mes,ano,turno
4292,11,Savassi,2023-06-22 06:57:15,2023-06-22 08:22:52.135918,Rotativo,Crédito,7.13,MG,Thursday,6,2023,Manhã
4293,11,Savassi,2023-06-10 14:12:11,2023-06-10 14:17:39.174460,Mensalista,Dinheiro,200.0,MG,Saturday,6,2023,Tarde
4294,11,Savassi,2023-06-29 03:53:14,2023-06-29 05:23:24.962678,Convênio,Crédito,16.723193299701975,MG,Thursday,6,2023,Manhã
4295,11,Savassi,2023-06-21 13:04:49,2023-06-21 13:46:38.890291,Convênio,Dinheiro,15.315988438573452,MG,Wednesday,6,2023,Tarde
4296,11,Savassi,2023-06-16 03:05:23,2023-06-16 03:25:02.384044,Mensalista,Crédito,200.0,MG,Friday,6,2023,Manhã
4297,11,Savassi,2023-06-29 23:02:21,2023-06-30 01:10:28.991550,Rotativo,Dinheiro,10.68,MG,Thursday,6,2023,Noite
4298,11,Savassi,2023-06-15 06:53:53,2023-06-15 07:39:51.952867,Rotativo,PIX,3.83,MG,Thursday,6,2023,Manhã
4299,11,Savassi,2023-06-05 01:17:59,2023-06-05 02:14:52.409278,Mensalista,Débito,200.0,MG,Monday,6,2023,Manhã
4300,11,Savassi,2023-06-07 00:55:24,2023-06-07 06:28:35.845345,Rotativo,Crédito,27.77,MG,Wednesday,6,2023,Manhã
4301,12,Pampulha,2023-06-24 21:35:18,2023-06-24 22:33:46.553357,Convênio,Dinheiro,26.62079054214256,MG,Saturday,6,2023,Noite
4302,12,Pampulha,2023-06-08 17:48:44,2023-06-08 21:01:14.785558,Rotativo,Crédito,16.04,MG,Thursday,6,2023,Tarde
4303,12,Pampulha,2023-06-13 02:17:36,2023-06-13 05:22:29.484909,Rotativo,Crédito,15.41,MG,Tuesday,6,2023,Manhã
4304,12,Pampulha,2023-06-26 19:40:51,2023-06-26 20:41:49.861987,Mensalista,PIX,200.0,MG,Monday,6,2023,Noite
4305,12,Pampulha,2023-06-21 11:12:14,2023-06-21 12:48:31.780383,Rotativo,Dinheiro,8.02,MG,Wednesday,6,2023,Manhã
4306,12,Pampulha,2023-06-16 19:26:24,2023-06-16 22:34:21.326994,Mensalista,Crédito,200.0,MG,Friday,6,2023,Noite
4307,12,Pampulha,2023-06-27 16:21:31,2023-06-27 16:30:24.100108,Mensalista,Dinheiro,200.0,MG,Tuesday,6,2023,Tarde
4308,12,Pampulha,2023-06-01 01:20:55,2023-06-01 02:35:46.016244,Rotativo,Dinheiro,6.24,MG,Thursday,6,2023,Manhã
4309,12,Pampulha,2023-06-11 02:02:27,2023-06-11 07:19:46.143456,Convênio,PIX,12.901788932782765,MG,Sunday,6,2023,Manhã
4310,12,Pampulha,2023-06-11 01:33:31,2023-06-11 03:57:39.889562,Rotativo,Débito,12.01,MG,Sunday,6,2023,Manhã
4311,12,Pampulha,2023-06-13 04:18:11,2023-06-13 06:12:19.442320,Mensalista,Débito,200.0,MG,Tuesday,6,2023,Manhã
4312,12,Pampulha,2023-06-07 23:48:21,2023-06-08 03:25:17.117038,Rotativo,Dinheiro,18.08,MG,Wednesday,6,2023,Noite
4313,12,Pampulha,2023-06-22 19:02:46,2023-06-22 22:29:17.634595,Rotativo,PIX,17.21,MG,Thursday,6,2023,Noite
4314,12,Pampulha,2023-06-15 19:32:08,2023-06-15 23:53:20.353315,Rotativo,PIX,21.77,MG,Thursday,6,2023,Noite
4315,12,Pampulha,2023-06-05 21:05:36,2023-06-05 21:57:44.615761,Rotativo,Dinheiro,4.35,MG,Monday,6,2023,Noite
4316,12,Pampulha,2023-06-08 02:37:21,2023-06-08 03:17:48.359043,Rotativo,PIX,3.37,MG,Thursday,6,2023,Manhã
4317,12,Pampulha,2023-06-02 05:09:18,2023-06-02 06:53:31.176215,Rotativo,Crédito,8.68,MG,Friday,6,2023,Manhã
4318,12,Pampulha,2023-06-16 23:48:19,2023-06-17 02:40:37.771252,Rotativo,Débito,14.36,MG,Friday,6,2023,Noite
4319,12,Pampulha,2023-06-01 17:09:23,2023-06-01 23:09:33.292222,Convênio,Débito,26.276518001974086,MG,Thursday,6,2023,Tarde
4320,12,Pampulha,2023-06-30 22:30:51,2023-06-30 23:28:20.939489,Mensalista,Dinheiro,200.0,MG,Friday,6,2023,Noite
4321,12,Pampulha,2023-06-02 08:50:08,2023-06-02 10:49:19.638363,Mensalista,Débito,200.0,MG,Friday,6,2023,Manhã
4322,12,Pampulha,2023-06-23 23:37:17,2023-06-23 23:42:37.930883,Rotativo,Dinheiro,0.45,MG,Friday,6,2023,Noite
4323,12,Pampulha,2023-06-05 00:31:22,2023-06-05 04:06:10.737931,Mensalista,Débito,200.0,MG,Monday,6,2023,Manhã
4324,12,Pampulha,2023-06-06 23:02:04,2023-06-06 23:05:32.060891,Convênio,PIX,14.65944424156078,MG,Tuesday,6,2023,Noite
4325,12,Pampulha,2023-06-02 11:11:23,2023-06-02 15:54:28.117530,Rotativo,Crédito,23.59,MG,Friday,6,2023,Manhã
4326,12,Pampulha,2023-06-27 03:32:32,2023-06-27 03:55:13.655437,Rotativo,PIX,1.89,MG,Tuesday,6,2023,Manhã
4327,12,Pampulha,2023-06-15 22:15:14,2023-06-15 23:46:53.272792,Rotativo,Crédito,7.64,MG,Thursday,6,2023,Noite
4328,12,Pampulha,2023-06-06 21:31:09,2023-06-07 01:52:46.821872,Rotativo,Crédito,21.8,MG,Tuesday,6,2023,Noite
4329,12,Pampulha,2023-06-03 03:52:17,2023-06-03 04:30:14.543261,Convênio,Débito,12.36793682855308,MG,Saturday,6,2023,Manhã
4330,12,Pampulha,2023-06-04 18:06:01,2023-06-04 20:55:19.340185,Rotativo,Crédito,14.11,MG,Sunday,6,2023,Noite
4331,12,Pampulha,2023-06-20 22:24:51,2023-06-21 00:32:01.851735,Rotativo,Dinheiro,10.6,MG,Tuesday,6,2023,Noite
4332,12,Pampulha,2023-06-08 02:17:51,2023-06-08 02:58:13.103208,Convênio,Dinheiro,15.222542888661541,MG,Thursday,6,2023,Manhã
4333,12,Pampulha,2023-06-26 07:22:40,2023-06-26 08:11:35.822681,Rotativo,Dinheiro,4.08,MG,Monday,6,2023,Manhã
4334,12,Pampulha,2023-06-14 12:16:56,2023-06-14 12:40:42.152484,Convênio,Débito,12.638596515076216,MG,Wednesday,6,2023,Tarde
4335,12,Pampulha,2023-06-26 14:38:12,2023-06-26 16:00:18.280538,Rotativo,PIX,6.84,MG,Monday,6,2023,Tarde
4336,12,Pampulha,2023-06-11 04:23:53,2023-06-11 06:33:44.142323,Rotativo,Débito,10.82,MG,Sunday,6,2023,Manhã
4337,12,Pampulha,2023-06-22 20:58:13,2023-06-23 02:56:29.978701,Convênio,PIX,15.117657720895503,MG,Thursday,6,2023,Noite
4338,12,Pampulha,2023-06-18 05:00:00,2023-06-18 05:26:17.996341,Rotativo,Dinheiro,2.19,MG,Sunday,6,2023,Manhã
4339,12,Pampulha,2023-06-11 07:45:48,2023-06-11 10:06:10.407663,Rotativo,Débito,11.7,MG,Sunday,6,2023,Manhã
4340,12,Pampulha,2023-06-25 01:39:35,2023-06-25 02:17:08.377303,Mensalista,Crédito,200.0,MG,Sunday,6,2023,Manhã
4341,12,Pampulha,2023-06-19 06:18:54,2023-06-19 08:41:33.211015,Rotativo,Dinheiro,11.89,MG,Monday,6,2023,Manhã
4342,12,Pampulha,2023-06-11 02:18:06,2023-06-11 02:39:38.278821,Mensalista,Dinheiro,200.0,MG,Sunday,6,2023,Manhã
4343,12,Pampulha,2023-06-04 09:58:19,2023-06-04 11:19:55.870840,Mensalista,Crédito,200.0,MG,Sunday,6,2023,Manhã
4344,12,Pampulha,2023-06-05 15:06:55,2023-06-05 22:24:34.677545,Rotativo,PIX,36.47,MG,Monday,6,2023,Tarde
4345,12,Pampulha,2023-06-06 13:28:07,2023-06-06 16:12:09.489652,Rotativo,Crédito,13.67,MG,Tuesday,6,2023,Tarde
4346,12,Pampulha,2023-06-18 06:00:27,2023-06-18 06:17:09.442226,Rotativo,PIX,1.39,MG,Sunday,6,2023,Manhã
4347,12,Pampulha,2023-06-15 08:52:14,2023-06-15 09:36:12.061377,Rotativo,Débito,3.66,MG,Thursday,6,2023,Manhã
4348,12,Pampulha,2023-06-30 21:11:22,2023-07-01 00:27:41.407153,Rotativo,Dinheiro,16.36,MG,Friday,6,2023,Noite
4349,12,Pampulha,2023-06-02 04:51:21,2023-06-02 06:55:25.353479,Mensalista,Crédito,200.0,MG,Friday,6,2023,Manhã
4350,12,Pampulha,2023-06-04 23:01:03,2023-06-05 00:14:41.706589,Mensalista,Débito,200.0,MG,Sunday,6,2023,Noite
4351,13,Centro Belo Horizonte,2023-06-20 13:41:40,2023-06-20 14:25:45.225414,Convênio,Débito,10.766149336793227,MG,Tuesday,6,2023,Tarde
4352,13,Centro Belo Horizonte,2023-06-25 05:44:37,2023-06-25 06:05:51.849978,Convênio,PIX,14.881269020858506,MG,Sunday,6,2023,Manhã
4353,13,Centro Belo Horizonte,2023-06-01 17:43:47,2023-06-01 17:58:20.843462,Mensalista,Débito,200.0,MG,Thursday,6,2023,Tarde
4354,13,Centro Belo Horizonte,2023-06-03 00:13:52,2023-06-03 01:21:10.672397,Mensalista,Débito,200.0,MG,Saturday,6,2023,Manhã
4355,13,Centro Belo Horizonte,2023-06-01 06:31:56,2023-06-01 07:33:05.540470,Mensalista,Crédito,200.0,MG,Thursday,6,2023,Manhã
4356,13,Centro Belo Horizonte,2023-06-30 03:14:43,2023-06-30 04:03:14.947046,Rotativo,Crédito,4.04,MG,Friday,6,2023,Manhã
4357,13,Centro Belo Horizonte,2023-06-23 23:43:46,2023-06-24 01:09:11.037528,Mensalista,Crédito,200.0,MG,Friday,6,2023,Noite
4358,13,Centro Belo Horizonte,2023-06-19 10:19:49,2023-06-19 13:43:19.859860,Convênio,Dinheiro,18.63433770053222,MG,Monday,6,2023,Manhã
4359,13,Centro Belo Horizonte,2023-06-14 17:19:51,2023-06-14 19:20:28.871683,Rotativo,Dinheiro,10.05,MG,Wednesday,6,2023,Tarde
4360,13,Centro Belo Horizonte,2023-06-23 04:37:12,2023-06-23 09:05:25.486554,Convênio,PIX,10.166994750275393,MG,Friday,6,2023,Manhã
4361,13,Centro Belo Horizonte,2023-06-07 05:12:34,2023-06-07 05:26:35.916418,Rotativo,Dinheiro,1.17,MG,Wednesday,6,2023,Manhã
4362,13,Centro Belo Horizonte,2023-06-21 09:51:53,2023-06-21 09:54:05.745691,Convênio,Crédito,12.548415667187982,MG,Wednesday,6,2023,Manhã
4363,13,Centro Belo Horizonte,2023-06-17 16:23:57,2023-06-17 17:58:35.603898,Convênio,Dinheiro,14.385314031851602,MG,Saturday,6,2023,Tarde
4364,13,Centro Belo Horizonte,2023-06-14 08:42:39,2023-06-14 09:26:21.300725,Convênio,Dinheiro,24.562089847354848,MG,Wednesday,6,2023,Manhã
4365,13,Centro Belo Horizonte,2023-06-06 22:13:44,2023-06-07 00:25:31.239645,Convênio,Débito,24.7868866591061,MG,Tuesday,6,2023,Noite
4366,13,Centro Belo Horizonte,2023-06-23 01:22:11,2023-06-23 03:31:33.031975,Rotativo,Débito,10.78,MG,Friday,6,2023,Manhã
4367,13,Centro Belo Horizonte,2023-06-20 06:33:13,2023-06-20 09:57:48.381618,Rotativo,Crédito,17.05,MG,Tuesday,6,2023,Manhã
4368,13,Centro Belo Horizonte,2023-06-23 18:12:01,2023-06-23 20:50:22.416702,Mensalista,Débito,200.0,MG,Friday,6,2023,Noite
4369,13,Centro Belo Horizonte,2023-06-20 03:12:17,2023-06-20 07:18:59.892888,Rotativo,Crédito,20.56,MG,Tuesday,6,2023,Manhã
4370,13,Centro Belo Horizonte,2023-06-21 10:57:58,2023-06-21 13:12:09.664719,Convênio,Débito,13.542709095860051,MG,Wednesday,6,2023,Manhã
4371,13,Centro Belo Horizonte,2023-06-12 15:14:51,2023-06-12 16:09:05.195421,Rotativo,Dinheiro,4.52,MG,Monday,6,2023,Tarde
4372,13,Centro Belo Horizonte,2023-06-01 20:18:20,2023-06-02 00:49:46.140699,Mensalista,Débito,200.0,MG,Thursday,6,2023,Noite
4373,13,Centro Belo Horizonte,2023-06-08 06:59:13,2023-06-08 09:34:33.495292,Rotativo,Dinheiro,12.95,MG,Thursday,6,2023,Manhã
4374,13,Centro Belo Horizonte,2023-06-04 19:18:14,2023-06-04 21:43:37.983494,Convênio,PIX,28.817270957893946,MG,Sunday,6,2023,Noite
4375,13,Centro Belo Horizonte,2023-06-04 22:32:03,2023-06-04 22:57:55.190310,Rotativo,Dinheiro,2.16,MG,Sunday,6,2023,Noite
4376,13,Centro Belo Horizonte,2023-06-12 19:39:02,2023-06-12 23:02:28.082060,Rotativo,Débito,16.95,MG,Monday,6,2023,Noite
4377,13,Centro Belo Horizonte,2023-06-17 07:59:00,2023-06-17 08:29:03.645420,Mensalista,Dinheiro,200.0,MG,Saturday,6,2023,Manhã
4378,13,Centro Belo Horizonte,2023-06-15 22:48:31,2023-06-15 23:00:09.232790,Rotativo,PIX,0.97,MG,Thursday,6,2023,Noite
4379,13,Centro Belo Horizonte,2023-06-22 07:34:37,2023-06-22 08:43:24.932126,Mensalista,Débito,200.0,MG,Thursday,6,2023,Manhã
4380,13,Centro Belo Horizonte,2023-06-09 01:55:55,2023-06-09 05:12:40.513971,Rotativo,Dinheiro,16.4,MG,Friday,6,2023,Manhã
4381,13,Centro Belo Horizonte,2023-06-07 04:06:09,2023-06-07 09:35:55.836370,Rotativo,PIX,27.48,MG,Wednesday,6,2023,Manhã
4382,13,Centro Belo Horizonte,2023-06-26 05:25:58,2023-06-26 05:52:35.798221,Mensalista,Crédito,200.0,MG,Monday,6,2023,Manhã
4383,13,Centro Belo Horizonte,2023-06-22 17:16:22,2023-06-22 20:13:36.076248,Convênio,PIX,24.79406268895636,MG,Thursday,6,2023,Tarde
4384,13,Centro Belo Horizonte,2023-06-16 06:25:11,2023-06-16 10:30:40.928972,Mensalista,Crédito,200.0,MG,Friday,6,2023,Manhã
4385,13,Centro Belo Horizonte,2023-06-06 01:34:11,2023-06-06 01:45:56.417542,Rotativo,Dinheiro,0.98,MG,Tuesday,6,2023,Manhã
4386,13,Centro Belo Horizonte,2023-06-02 23:28:43,2023-06-03 01:23:32.936876,Rotativo,PIX,9.57,MG,Friday,6,2023,Noite
4387,13,Centro Belo Horizonte,2023-06-12 10:22:43,2023-06-12 12:35:59.857810,Convênio,Dinheiro,22.52119062885658,MG,Monday,6,2023,Manhã
4388,13,Centro Belo Horizonte,2023-06-07 15:49:33,2023-06-07 15:53:16.526340,Convênio,Débito,29.470531036745037,MG,Wednesday,6,2023,Tarde
4389,13,Centro Belo Horizonte,2023-06-09 12:10:16,2023-06-09 12:51:01.047561,Convênio,Dinheiro,29.082612061151504,MG,Friday,6,2023,Tarde
4390,13,Centro Belo Horizonte,2023-06-20 16:29:54,2023-06-20 21:09:03.541712,Mensalista,Dinheiro,200.0,MG,Tuesday,6,2023,Tarde
4391,13,Centro Belo Horizonte,2023-06-02 03:48:06,2023-06-02 05:19:12.431437,Rotativo,Crédito,7.59,MG,Friday,6,2023,Manhã
4392,13,Centro Belo Horizonte,2023-06-24 01:54:35,2023-06-24 02:32:50.686172,Mensalista,Débito,200.0,MG,Saturday,6,2023,Manhã
4393,13,Centro Belo Horizonte,2023-06-30 19:33:52,2023-06-30 19:35:39.576847,Convênio,Débito,21.692167191103167,MG,Friday,6,2023,Noite
4394,13,Centro Belo Horizonte,2023-06-06 05:45:15,2023-06-06 14:42:56.692094,Mensalista,Dinheiro,200.0,MG,Tuesday,6,2023,Manhã
4395,13,Centro Belo Horizonte,2023-06-26 01:03:29,2023-06-26 01:06:00.672097,Mensalista,Crédito,200.0,MG,Monday,6,2023,Manhã
4396,13,Centro Belo Horizonte,2023-06-16 18:44:49,2023-06-16 21:16:01.585905,Rotativo,Débito,12.6,MG,Friday,6,2023,Noite
4397,13,Centro Belo Horizonte,2023-06-04 02:34:47,2023-06-04 03:23:10.953127,Mensalista,Débito,200.0,MG,Sunday,6,2023,Manhã
4398,13,Centro Belo Horizonte,2023-06-29 08:34:01,2023-06-29 09:07:07.044972,Rotativo,Débito,2.76,MG,Thursday,6,2023,Manhã
4399,13,Centro Belo Horizonte,2023-06-24 16:11:43,2023-06-24 17:18:28.365435,Mensalista,Débito,200.0,MG,Saturday,6,2023,Tarde
4400,13,Centro Belo Horizonte,2023-06-19 21:06:30,2023-06-19 21:21:48.493607,Mensalista,Dinheiro,200.0,MG,Monday,6,2023,Noite
4401,14,Lourdes,2023-06-11 15:15:27,2023-06-11 15:37:46.174286,Rotativo,PIX,1.86,MG,Sunday,6,2023,Tarde
4402,14,Lourdes,2023-06-07 11:51:28,2023-06-07 15:38:51.124121,Convênio,Dinheiro,15.957526630455867,MG,Wednesday,6,2023,Manhã
4403,14,Lourdes,2023-06-08 04:00:35,2023-06-08 05:39:12.278553,Rotativo,Débito,8.22,MG,Thursday,6,2023,Manhã
4404,14,Lourdes,2023-06-11 08:17:35,2023-06-11 09:09:17.067916,Rotativo,Débito,4.31,MG,Sunday,6,2023,Manhã
4405,14,Lourdes,2023-06-04 08:37:59,2023-06-04 10:00:58.314294,Rotativo,Dinheiro,6.92,MG,Sunday,6,2023,Manhã
4406,14,Lourdes,2023-06-24 15:01:19,2023-06-24 16:15:22.574721,Rotativo,PIX,6.17,MG,Saturday,6,2023,Tarde
4407,14,Lourdes,2023-06-28 07:16:48,2023-06-28 09:38:02.879976,Rotativo,Dinheiro,11.77,MG,Wednesday,6,2023,Manhã
4408,14,Lourdes,2023-06-13 08:02:02,2023-06-13 10:12:34.588080,Mensalista,Débito,200.0,MG,Tuesday,6,2023,Manhã
4409,14,Lourdes,2023-06-03 17:08:53,2023-06-03 18:13:43.524910,Mensalista,PIX,200.0,MG,Saturday,6,2023,Tarde
4410,14,Lourdes,2023-06-19 17:38:12,2023-06-20 04:27:55.815049,Mensalista,PIX,200.0,MG,Monday,6,2023,Tarde
4411,14,Lourdes,2023-06-02 15:52:09,2023-06-02 16:59:34.775413,Rotativo,Dinheiro,5.62,MG,Friday,6,2023,Tarde
4412,14,Lourdes,2023-06-05 07:52:13,2023-06-05 11:45:14.834304,Mensalista,Débito,200.0,MG,Monday,6,2023,Manhã
4413,14,Lourdes,2023-06-30 22:11:19,2023-07-01 03:13:48.642163,Convênio,Dinheiro,12.295919339963282,MG,Friday,6,2023,Noite
4414,14,Lourdes,2023-06-15 06:28:58,2023-06-15 06:34:52.187173,Mensalista,PIX,200.0,MG,Thursday,6,2023,Manhã
4415,14,Lourdes,2023-06-13 13:35:53,2023-06-13 17:17:29.536266,Convênio,PIX,16.36221484816634,MG,Tuesday,6,2023,Tarde
4416,14,Lourdes,2023-06-05 16:39:56,2023-06-05 17:03:16.818456,Rotativo,Débito,1.95,MG,Monday,6,2023,Tarde
4417,14,Lourdes,2023-06-24 07:04:08,2023-06-24 11:09:47.151627,Rotativo,Dinheiro,20.47,MG,Saturday,6,2023,Manhã
4418,14,Lourdes,2023-06-21 13:03:21,2023-06-21 16:56:26.907300,Mensalista,Crédito,200.0,MG,Wednesday,6,2023,Tarde
4419,14,Lourdes,2023-06-09 07:21:44,2023-06-09 09:42:12.832090,Mensalista,Dinheiro,200.0,MG,Friday,6,2023,Manhã
4420,14,Lourdes,2023-06-11 04:37:53,2023-06-11 06:56:54.886155,Rotativo,PIX,11.59,MG,Sunday,6,2023,Manhã
4421,14,Lourdes,2023-06-02 20:42:16,2023-06-02 21:06:54.222088,Mensalista,Crédito,200.0,MG,Friday,6,2023,Noite
4422,14,Lourdes,2023-06-02 10:12:59,2023-06-02 12:39:13.647166,Convênio,Crédito,11.816763621228283,MG,Friday,6,2023,Manhã
4423,14,Lourdes,2023-06-05 04:02:43,2023-06-05 04:19:16.897538,Rotativo,Débito,1.38,MG,Monday,6,2023,Manhã
4424,14,Lourdes,2023-06-28 16:56:58,2023-06-28 19:43:58.935179,Rotativo,Débito,13.92,MG,Wednesday,6,2023,Tarde
4425,14,Lourdes,2023-06-15 15:13:37,2023-06-15 16:02:24.387212,Rotativo,Dinheiro,4.07,MG,Thursday,6,2023,Tarde
4426,14,Lourdes,2023-06-06 12:30:33,2023-06-06 12:48:06.651166,Rotativo,Dinheiro,1.46,MG,Tuesday,6,2023,Tarde
4427,14,Lourdes,2023-06-08 10:44:47,2023-06-08 11:01:42.697628,Rotativo,PIX,1.41,MG,Thursday,6,2023,Manhã
4428,14,Lourdes,2023-06-20 05:42:30,2023-06-20 09:25:43.763374,Convênio,Crédito,23.569270981543212,MG,Tuesday,6,2023,Manhã
4429,14,Lourdes,2023-06-26 23:13:43,2023-06-27 05:23:15.094067,Mensalista,Crédito,200.0,MG,Monday,6,2023,Noite
4430,14,Lourdes,2023-06-20 06:11:13,2023-06-20 06:16:48.020158,Rotativo,PIX,0.47,MG,Tuesday,6,2023,Manhã
4431,14,Lourdes,2023-06-19 20:07:30,2023-06-19 20:51:59.139607,Rotativo,Dinheiro,3.71,MG,Monday,6,2023,Noite
4432,14,Lourdes,2023-06-28 08:21:47,2023-06-28 11:30:49.768640,Mensalista,Dinheiro,200.0,MG,Wednesday,6,2023,Manhã
4433,14,Lourdes,2023-06-03 14:59:21,2023-06-03 15:11:59.849086,Rotativo,Crédito,1.05,MG,Saturday,6,2023,Tarde
4434,14,Lourdes,2023-06-28 18:59:49,2023-06-28 19:33:42.959550,Mensalista,PIX,200.0,MG,Wednesday,6,2023,Noite
4435,14,Lourdes,2023-06-16 07:52:49,2023-06-16 08:51:34.435884,Mensalista,PIX,200.0,MG,Friday,6,2023,Manhã
4436,14,Lourdes,2023-06-19 17:14:21,2023-06-19 18:22:01.937156,Rotativo,Débito,5.64,MG,Monday,6,2023,Tarde
4437,14,Lourdes,2023-06-27 16:50:55,2023-06-27 21:49:37.069319,Rotativo,Débito,24.89,MG,Tuesday,6,2023,Tarde
4438,14,Lourdes,2023-06-09 00:31:41,2023-06-09 02:42:24.149331,Rotativo,PIX,10.89,MG,Friday,6,2023,Manhã
4439,14,Lourdes,2023-06-24 15:35:13,2023-06-24 17:06:22.289532,Rotativo,Débito,7.6,MG,Saturday,6,2023,Tarde
4440,14,Lourdes,2023-06-24 08:58:49,2023-06-24 10:06:04.868801,Convênio,PIX,13.504485847322306,MG,Saturday,6,2023,Manhã
4441,14,Lourdes,2023-06-08 11:54:59,2023-06-08 14:53:50.012542,Convênio,Débito,23.69607391291712,MG,Thursday,6,2023,Manhã
4442,14,Lourdes,2023-06-14 21:05:51,2023-06-15 00:44:04.543059,Mensalista,Crédito,200.0,MG,Wednesday,6,2023,Noite
4443,14,Lourdes,2023-06-08 21:32:44,2023-06-09 05:08:45.000506,Rotativo,Dinheiro,38.0,MG,Thursday,6,2023,Noite
4444,14,Lourdes,2023-06-05 20:53:16,2023-06-06 05:28:25.565375,Mensalista,Crédito,200.0,MG,Monday,6,2023,Noite
4445,14,Lourdes,2023-06-29 00:11:05,2023-06-29 00:56:49.498291,Mensalista,PIX,200.0,MG,Thursday,6,2023,Manhã
4446,14,Lourdes,2023-06-14 01:36:36,2023-06-14 03:53:19.600824,Mensalista,Crédito,200.0,MG,Wednesday,6,2023,Manhã
4447,14,Lourdes,2023-06-02 17:08:09,2023-06-02 18:38:25.059096,Convênio,PIX,28.08753667321985,MG,Friday,6,2023,Tarde
4448,14,Lourdes,2023-06-24 18:21:28,2023-06-24 19:51:00.861649,Mensalista,Débito,200.0,MG,Saturday,6,2023,Noite
4449,14,Lourdes,2023-06-02 15:29:57,2023-06-02 21:55:43.156137,Rotativo,PIX,32.15,MG,Friday,6,2023,Tarde
4450,14,Lourdes,2023-06-17 14:21:24,2023-06-17 14:51:57.033360,Convênio,Débito,22.485808015665395,MG,Saturday,6,2023,Tarde
4451,15,Santa Efigênia,2023-06-16 03:34:04,2023-06-16 03:43:07.305308,Convênio,Crédito,28.31183971029739,MG,Friday,6,2023,Manhã
4452,15,Santa Efigênia,2023-06-15 18:01:58,2023-06-15 18:49:50.654884,Mensalista,Dinheiro,200.0,MG,Thursday,6,2023,Noite
4453,15,Santa Efigênia,2023-06-08 03:01:30,2023-06-08 06:53:09.232807,Convênio,PIX,20.20277083820804,MG,Thursday,6,2023,Manhã
4454,15,Santa Efigênia,2023-06-18 00:27:08,2023-06-18 02:39:19.798760,Rotativo,PIX,11.02,MG,Sunday,6,2023,Manhã
4455,15,Santa Efigênia,2023-06-23 14:48:16,2023-06-23 15:59:32.874974,Rotativo,PIX,5.94,MG,Friday,6,2023,Tarde
4456,15,Santa Efigênia,2023-06-07 04:49:54,2023-06-07 11:09:28.070088,Rotativo,Dinheiro,31.63,MG,Wednesday,6,2023,Manhã
4457,15,Santa Efigênia,2023-06-12 10:46:09,2023-06-12 12:20:21.211499,Convênio,Dinheiro,15.84948066447115,MG,Monday,6,2023,Manhã
4458,15,Santa Efigênia,2023-06-08 23:34:47,2023-06-09 02:39:57.315160,Mensalista,PIX,200.0,MG,Thursday,6,2023,Noite
4459,15,Santa Efigênia,2023-06-03 00:34:47,2023-06-03 01:02:35.467672,Mensalista,Débito,200.0,MG,Saturday,6,2023,Manhã
4460,15,Santa Efigênia,2023-06-16 11:05:55,2023-06-16 12:19:26.021343,Mensalista,Crédito,200.0,MG,Friday,6,2023,Manhã
4461,15,Santa Efigênia,2023-06-06 16:43:19,2023-06-06 19:18:51.922725,Rotativo,Dinheiro,12.96,MG,Tuesday,6,2023,Tarde
4462,15,Santa Efigênia,2023-06-28 20:46:00,2023-06-29 06:48:13.801939,Mensalista,Crédito,200.0,MG,Wednesday,6,2023,Noite
4463,15,Santa Efigênia,2023-06-24 21:15:01,2023-06-24 21:35:55.836997,Rotativo,Crédito,1.74,MG,Saturday,6,2023,Noite
4464,15,Santa Efigênia,2023-06-01 16:33:36,2023-06-01 18:02:28.483088,Convênio,Dinheiro,24.990532176158197,MG,Thursday,6,2023,Tarde
4465,15,Santa Efigênia,2023-06-15 05:02:49,2023-06-15 06:28:23.268829,Convênio,Débito,14.526085723024691,MG,Thursday,6,2023,Manhã
4466,15,Santa Efigênia,2023-06-28 14:45:31,2023-06-28 14:47:36.840325,Mensalista,Crédito,200.0,MG,Wednesday,6,2023,Tarde
4467,15,Santa Efigênia,2023-06-06 13:29:11,2023-06-06 16:38:11.041879,Mensalista,Débito,200.0,MG,Tuesday,6,2023,Tarde
4468,15,Santa Efigênia,2023-06-21 16:54:16,2023-06-21 17:19:29.596680,Rotativo,PIX,2.1,MG,Wednesday,6,2023,Tarde
4469,15,Santa Efigênia,2023-06-23 23:03:41,2023-06-23 23:51:59.435880,Convênio,Crédito,22.739152360415993,MG,Friday,6,2023,Noite
4470,15,Santa Efigênia,2023-06-01 22:50:22,2023-06-02 06:01:31.658032,Rotativo,Crédito,35.93,MG,Thursday,6,2023,Noite
4471,15,Santa Efigênia,2023-06-03 14:00:46,2023-06-03 14:20:08.480231,Convênio,PIX,28.409446012277762,MG,Saturday,6,2023,Tarde
4472,15,Santa Efigênia,2023-06-29 12:07:14,2023-06-29 14:41:42.541315,Mensalista,Dinheiro,200.0,MG,Thursday,6,2023,Tarde
4473,15,Santa Efigênia,2023-06-17 01:11:27,2023-06-17 01:14:21.622528,Mensalista,Crédito,200.0,MG,Saturday,6,2023,Manhã
4474,15,Santa Efigênia,2023-06-10 15:30:23,2023-06-10 17:16:16.755012,Mensalista,Crédito,200.0,MG,Saturday,6,2023,Tarde
4475,15,Santa Efigênia,2023-06-25 09:49:21,2023-06-25 10:17:47.670288,Rotativo,Débito,2.37,MG,Sunday,6,2023,Manhã
